ProdNbr_c,Commodity_c,FunctionDesignation_c,ProdName_c,ProdNetWeight_n,ProdNetWeightNbr_n,ManId_c,ManDesignation_c,MC_n,ManStatus_c,ROHSStatus_c,SolderingProcess_c,MaxSolderingTemp_n,ASGId_n,LeadTime_n,LeadTimewithForecast_n,SupplierManufacturingRisk_n,SupplierAggregatedRisk_n,CommercialAggregatedRisk_n,TechnicalAggregatedRisk_n,RecoveryTimeweeks_n,Rampuptimetofullproductionfromfirstdeliveryweeks_n,MRPVol_n,AvgPriceLatestYearUSD_n,Volume_n,target_c
307,6,80,5,0,0,2,444,0,1,1,0,260.0,418.0,0,0,0,0,0,0,0,0,0,0,0,4
308,6,107,5,0,0,47,458,1,1,1,1,260.0,418.0,39.0,20.0,3.0,3.0,3.0,3.0,15.0,8.0,0,3.71,240.0,3
309,6,84,5,825283.0,100000.0,52,582,1,1,1,1,260.0,96.0,20.0,10.0,3.0,2.0,3.0,1.0,8.0,3.0,3311.0,0.64194,0,3
309,6,84,5,825283.0,100000.0,47,446,1,1,1,0,0,418.0,20.0,20.0,3.0,3.0,3.0,1.0,15.0,8.0,3311.0,0.64194,3515.0,3
310,6,57,5,1096611.0,100000.0,52,574,1,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,0,0,0,3
310,6,57,5,1096611.0,100000.0,52,575,1,1,1,1,260.0,96.0,0,0,3.0,2.0,0,1.0,8.0,3.0,0,0,0,3
310,6,57,5,1096611.0,100000.0,47,455,1,1,1,1,260.0,418.0,20.0,20.0,3.0,3.0,0,1.0,15.0,8.0,0,0,0,3
311,6,64,5,1410324.0,100000.0,52,577,1,1,0,0,0,96.0,0,0,0,0,0,0,0,0,130.0,1.5888200000000001,1001.0,4
311,6,64,5,1410324.0,100000.0,52,580,1,1,0,0,0,96.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,3.0,130.0,1.5888200000000001,1001.0,4
312,6,81,5,630081.0,100000.0,52,583,1,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,0,0,0,2
312,6,81,5,630081.0,100000.0,52,584,1,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,0,0,0,2
313,6,65,5,1734.0,100.0,52,579,1,1,1,1,260.0,96.0,30.0,10.0,3.0,2.0,2.0,2.0,8.0,3.0,840.0,1.3889,1001.0,3
313,6,65,5,1734.0,100.0,52,578,4,1,1,2,260.0,96.0,0,0,0,0,0,0,0,0,840.0,1.3889,1001.0,3
314,6,109,5,25.0,1.0,52,531,1,1,1,1,260.0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
315,6,85,5,0,0,32,279,1,1,0,0,0,18167.0,154.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,60.0,0.65242,1550.0,4
316,6,156,5,452533.0,100000.0,36,376,1,1,1,0,0,9422.0,20.0,10.0,3.0,2.0,2.0,1.0,8.0,1.0,0,3.0142700000000002,156.0,3
316,6,156,5,452533.0,100000.0,33,600,1,1,1,2,270.0,20433.0,0,0,0,0,0,0,0,0,0,3.0142700000000002,0,3
317,6,155,5,452533.0,100000.0,51,598,1,1,1,0,0,2941.0,40.0,5.0,6.0,6.0,6.0,1.0,10.0,2.0,0,6.613519999999999,624.0,3
317,6,155,5,452533.0,100000.0,33,599,1,1,1,2,270.0,20433.0,0,0,0,0,0,0,0,0,0,6.613519999999999,0,3
318,6,399,5,5.0,10.0,33,743,1,1,1,0,0,20433.0,0,0,0,0,0,0,0,0,0,0,0,4
319,6,67,5,1769809.0,100000.0,73,490,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,1110.0,11.47053,0,4
319,6,67,5,1769809.0,100000.0,18,210,1,1,1,0,0,2910.0,40.0,20.0,2.0,2.0,2.0,2.0,8.0,2.0,1110.0,11.47053,7425.0,4
320,0,123,5,682704.0,100000.0,73,528,6,1,1,2,255.0,96.0,0,0,0,0,0,0,0,0,0,0,0,3
320,0,123,5,682704.0,100000.0,69,280,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,4.0,2.0,0,0,0,3
321,6,99,5,47.0,1.0,51,485,1,1,1,0,0,2941.0,40.0,5.0,2.0,1.0,1.0,1.0,10.0,2.0,151794.0,7.24883,235082.0,4
322,6,88,5,0,0,52,571,1,1,1,1,260.0,96.0,35.0,10.0,3.0,2.0,2.0,1.0,8.0,3.0,2258.0,1.01144,2160.0,3
322,6,88,5,0,0,32,95,1,1,1,1,260.0,18167.0,0,0,0,0,0,0,0,0,2258.0,1.01144,0,3
323,6,62,5,119586.0,10000.0,47,41,1,1,1,1,265.0,418.0,0,0,4.0,4.0,0,4.0,22.0,22.0,0,0,0,3
323,6,62,5,119586.0,10000.0,47,42,6,1,1,1,265.0,418.0,0,0,0,0,0,0,0,0,0,0,0,3
324,6,86,5,13578.0,1000.0,34,63,1,1,1,2,260.0,2093.0,0,0,0,0,0,0,0,0,8824.0,2.05154,0,4
324,6,86,5,13578.0,1000.0,51,492,1,1,1,2,260.0,2941.0,40.0,5.0,2.0,1.0,1.0,1.0,10.0,2.0,8824.0,2.05154,5032.0,4
325,6,71,5,23845.0,1000.0,34,64,1,1,1,2,260.0,2093.0,60.0,45.0,3.0,1.0,1.0,1.0,14.0,3.0,9076.0,2.62153,4296.0,4
325,6,71,5,23845.0,1000.0,51,493,1,1,1,2,260.0,2941.0,0,0,0,0,0,0,0,0,9076.0,2.62153,0,4
326,4,100,5,216125238.0,10000000.0,18,211,1,1,1,0,0,2910.0,40.0,20.0,2.0,2.0,2.0,2.0,8.0,2.0,260.0,19.33703,1281.0,4
327,6,319,5,275.0,100000.0,36,409,0,1,0,0,0,9422.0,0,0,0,0,0,0,0,0,0,0,0,4
327,6,319,5,275.0,100000.0,63,236,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
327,6,319,5,275.0,100000.0,63,235,6,1,0,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
328,6,121,5,15.0,1.0,51,443,1,1,1,1,260.0,2941.0,40.0,5.0,2.0,1.0,1.0,1.0,10.0,2.0,2231.0,4.7779300000000005,2385.0,4
329,6,315,5,32.0,10.0,35,687,1,1,1,0,0,2296.0,0,0,0,0,0,0,0,0,0,0,0,4
329,6,315,5,32.0,10.0,44,405,6,1,1,0,0,12820.0,0,0,0,0,0,0,0,0,0,0,0,4
329,6,315,5,32.0,10.0,50,119,1,1,1,0,0,20433.0,0,0,0,0,0,0,0,0,0,0,0,4
330,6,312,5,177629.0,100000.0,32,242,1,1,1,2,260.0,18167.0,0,0,0,0,0,0,0,0,0,0.49311000000000005,100.0,4
330,6,312,5,177629.0,100000.0,62,268,6,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0.49311000000000005,100.0,4
330,6,312,5,177629.0,100000.0,28,420,1,1,1,0,245.0,0,0,0,0,0,0,0,0,0,0,0.49311000000000005,0,4
331,6,3,5,2.0,1.0,9,40,1,1,1,1,260.0,418.0,0,0,1.0,1.0,0,1.0,7.0,7.0,0,0,0,3
332,6,74,16,1.0,1.0,14,62,1,1,1,1,245.0,9422.0,51.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,96.0,7.31122,336.0,4
333,6,316,5,42.0,10.0,25,538,1,1,1,0,0,406.0,40.0,12.0,2.0,1.0,1.0,1.0,6.0,10.0,600.0,0.85031,1776.0,3
333,6,316,5,42.0,10.0,25,539,4,1,1,0,0,406.0,0,0,0,0,0,0,0,0,600.0,0.85031,1776.0,3
333,6,316,5,42.0,10.0,27,538,1,1,1,0,0,0,0,0,0,0,0,0,0,0,600.0,0.85031,0,3
333,6,316,5,42.0,10.0,27,539,4,1,1,0,0,0,0,0,0,0,0,0,0,0,600.0,0.85031,0,3
334,6,2,5,264.0,100.0,52,435,1,1,1,2,260.0,96.0,35.0,10.0,4.0,3.0,3.0,3.0,16.0,4.0,156256.0,0.68138,231488.0,3
334,6,2,5,264.0,100.0,8,380,4,1,1,1,260.0,9422.0,0,0,0,0,0,0,0,0,156256.0,0.68138,0,3
335,6,311,5,2911.0,1000.0,32,118,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
335,6,311,5,2911.0,1000.0,32,239,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
335,6,311,5,2911.0,1000.0,32,240,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
336,5,314,18,10.0,1.0,31,243,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,0,0.35,48002.0,2
337,5,318,18,10.0,1.0,44,406,1,1,1,0,0,12820.0,30.0,25.0,1.0,3.0,3.0,3.0,12.0,2.0,187.0,0.4974,5000.0,4
338,12,313,18,5.0,1.0,7,232,1,1,1,0,0,9422.0,33.0,17.0,3.0,2.0,1.0,1.0,8.0,2.0,5049.0,0.3117,4248.0,4
338,12,313,18,5.0,1.0,44,663,1,1,1,0,0,12820.0,0,0,0,0,0,0,0,0,5049.0,0.3117,0,4
339,6,393,15,917.0,1000.0,11,315,1,1,1,1,260.0,418.0,10.0,10.0,4.0,4.0,1.0,1.0,26.0,6.0,24860.0,0.21861,17036.0,2
339,6,393,15,917.0,1000.0,11,316,0,1,0,0,0,418.0,0,0,0,0,0,0,0,0,24860.0,0.21861,17036.0,2
339,6,393,15,917.0,1000.0,71,130,1,1,1,1,260.0,20668.0,35.0,10.0,4.0,1.0,1.0,1.0,6.0,3.0,24860.0,0.21861,17684.0,2
339,6,393,15,917.0,1000.0,71,127,6,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,24860.0,0.21861,17684.0,2
340,6,9,15,917.0,1000.0,11,251,1,1,1,1,260.0,418.0,30.0,20.0,3.0,3.0,1.0,1.0,14.0,6.0,27990.0,0.25722,8947.0,2
340,6,9,15,917.0,1000.0,71,130,1,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,27990.0,0.25722,29056.0,2
340,6,9,15,917.0,1000.0,71,127,6,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,27990.0,0.25722,29056.0,2
341,6,9,15,917.0,1000.0,11,252,1,1,1,1,260.0,418.0,10.0,10.0,4.0,4.0,1.0,1.0,26.0,6.0,105991.0,0.24503000000000003,24941.0,2
341,6,9,15,917.0,1000.0,71,131,1,1,1,1,260.0,20668.0,35.0,10.0,4.0,1.0,1.0,1.0,6.0,3.0,105991.0,0.24503000000000003,91366.0,2
341,6,9,15,917.0,1000.0,71,128,6,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,105991.0,0.24503000000000003,91366.0,2
342,6,8,15,922.0,1000.0,11,253,1,1,1,1,260.0,418.0,45.0,20.0,4.0,4.0,1.0,1.0,26.0,6.0,11836.0,0.27033,5770.0,2
342,6,8,15,922.0,1000.0,71,132,1,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,11836.0,0.27033,18878.0,2
342,6,8,15,922.0,1000.0,71,129,6,1,1,1,260.0,20668.0,0,0,0,0,0,0,0,0,11836.0,0.27033,18878.0,2
343,6,149,5,6.0,1.0,11,36,1,1,1,1,260.0,418.0,10.0,10.0,3.0,3.0,3.0,3.0,14.0,8.0,447436.0,3.9405,720051.0,3
344,6,418,5,0,0,73,416,0,1,0,0,0,96.0,0,0,3.0,2.0,0,2.0,8.0,3.0,0,0,0,0
345,6,144,5,56.0,10.0,11,37,1,1,1,1,260.0,418.0,10.0,10.0,3.0,3.0,3.0,3.0,16.0,8.0,298805.0,2.98228,264285.0,4
346,6,127,5,52.0,10.0,11,35,1,1,1,1,260.0,418.0,15.0,15.0,3.0,3.0,3.0,3.0,16.0,8.0,19664.0,3.07177,14136.0,3
347,6,153,20,0,0,51,511,1,1,1,0,0,2941.0,0,0,3.0,1.0,0,1.0,10.0,2.0,0,0,0,3
348,6,111,20,0,0,51,510,1,1,1,0,0,2941.0,0,0,3.0,1.0,1.0,1.0,10.0,2.0,0,3.77916,546.0,3
349,6,152,22,9201.0,10000.0,51,489,1,1,1,0,0,2941.0,40.0,5.0,6.0,6.0,6.0,6.0,8.0,2.0,266858.0,0.09375,239244.0,2
349,6,152,22,9201.0,10000.0,46,404,1,1,1,0,0,0,0,0,0,0,0,0,0,0,266858.0,0.09375,0,2
350,6,152,22,0,0,51,488,1,1,1,0,0,2941.0,40.0,5.0,6.0,6.0,6.0,6.0,8.0,2.0,1406.0,0.060739999999999995,1642.0,2
351,1,324,0,174.0,100.0,31,277,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,4.0,2.0,0,0,0,3
351,1,324,0,174.0,100.0,31,276,6,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,3
352,9,299,0,16106.0,10000.0,32,395,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
353,9,308,0,16106.0,10000.0,32,394,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
354,9,301,0,16106.0,10000.0,32,393,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
355,8,300,0,16106.0,10000.0,32,392,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
356,8,304,0,16106.0,10000.0,32,391,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
357,9,303,0,16106.0,10000.0,32,390,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
358,9,306,0,16106.0,10000.0,32,389,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
359,9,295,0,1479.0,1000.0,61,426,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
359,9,295,0,1479.0,1000.0,32,403,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
360,9,307,0,1508.0,1000.0,61,423,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
360,9,307,0,1508.0,1000.0,32,402,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
361,9,297,0,1508.0,1000.0,61,428,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
361,9,297,0,1508.0,1000.0,32,401,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
362,9,296,0,1508.0,1000.0,61,427,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
362,9,296,0,1508.0,1000.0,32,400,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
363,9,302,0,15138.0,10000.0,61,429,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
363,9,302,0,15138.0,10000.0,32,399,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
364,9,306,0,1508.0,1000.0,61,431,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
364,9,306,0,1508.0,1000.0,32,398,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
365,9,305,0,16106.0,10000.0,61,430,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
365,9,305,0,16106.0,10000.0,32,397,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
366,9,298,0,16106.0,10000.0,32,396,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
367,6,145,3,65.0,1.0,36,324,4,1,1,1,260.0,9422.0,0,0,0,0,0,0,0,0,36.0,8.41568,0,4
367,6,145,3,65.0,1.0,32,371,1,1,1,1,260.0,18167.0,60.0,10.0,4.0,2.0,2.0,2.0,4.0,2.0,36.0,8.41568,224.0,4
368,6,423,9,977823.0,100000.0,61,713,0,1,0,0,0,96.0,0,0,4.0,2.0,2.0,2.0,8.0,3.0,4649.0,4.51129,0,2
368,6,423,9,977823.0,100000.0,1,60,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,4649.0,4.51129,7001.0,2
369,6,426,9,90043.0,10000.0,62,115,1,1,1,0,0,18167.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,6291.0,0.93665,7232.0,2
370,6,427,9,15954.0,10000.0,61,712,0,1,0,0,0,96.0,0,0,4.0,2.0,2.0,2.0,8.0,3.0,2234.0,0.10145,5464.0,2
370,6,427,9,15954.0,10000.0,62,59,1,1,1,0,0,18167.0,40.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,2234.0,0.10145,0,2
371,6,377,9,485596.0,100000.0,58,337,1,1,1,0,0,9422.0,49.0,25.0,3.0,2.0,1.0,2.0,11.0,3.0,23873.0,0.4109,5126.0,3
371,6,377,9,485596.0,100000.0,58,325,4,1,1,0,0,9422.0,0,0,0,0,0,0,0,0,23873.0,0.4109,5126.0,3
371,6,377,9,485596.0,100000.0,62,58,4,1,1,0,0,18167.0,40.0,10.0,4.0,2.0,1.0,2.0,8.0,2.0,23873.0,0.4109,4525.0,3
371,6,377,9,485596.0,100000.0,62,200,0,1,0,0,0,18167.0,0,0,0,0,0,0,0,0,23873.0,0.4109,4525.0,3
372,6,375,9,71628.0,1000.0,30,725,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,3.0,0,11.05805,6450.0,3
372,6,375,9,71628.0,1000.0,30,724,4,1,1,0,0,96.0,0,0,0,0,0,0,0,0,0,11.05805,6450.0,3
373,7,422,9,15762.0,1000.0,22,213,1,1,1,0,0,20668.0,0,0,0,0,0,0,0,0,0,0,0,4
374,6,421,9,1622.0,100.0,7,336,1,1,1,0,0,9422.0,0,0,0,0,0,0,0,0,0,4.46125,0,2
374,6,421,9,1622.0,100.0,22,218,1,1,1,0,0,20668.0,35.0,10.0,4.0,1.0,1.0,1.0,6.0,3.0,0,4.46125,1100.0,2
375,6,421,9,29161.0,1000.0,7,335,1,1,1,0,0,9422.0,40.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,798.0,8.907739999999999,1080.0,3
375,6,421,9,29161.0,1000.0,71,215,0,1,1,0,0,20668.0,0,0,0,0,0,0,0,0,798.0,8.907739999999999,0,3
376,3,422,9,243831807.0,10000000.0,32,107,1,1,1,0,0,18167.0,35.0,10.0,3.0,2.0,2.0,2.0,8.0,2.0,3080.0,19.026320000000002,2932.0,3
377,7,378,9,7113.0,1000.0,52,707,1,1,1,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,4
378,6,387,9,2378.0,100.0,52,710,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,1.0,8.0,3.0,3414.0,2.40437,12097.0,3
378,6,387,9,2378.0,100.0,32,88,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,3414.0,2.40437,0,3
378,6,387,9,2378.0,100.0,32,89,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,3414.0,2.40437,0,3
379,6,389,9,355.0,10.0,52,711,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,3.0,2514.0,3.33774,4947.0,4
380,7,328,9,11620214.0,100000.0,32,144,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
381,3,341,9,0,0,32,142,1,1,1,0,0,18167.0,0,0,3.0,2.0,2.0,2.0,8.0,2.0,0,0,0,3
382,6,349,9,0,0,32,140,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,4.0,2.0,0,0,0,3
383,6,357,9,0,0,32,141,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,4.0,2.0,0,0,0,3
384,6,346,9,0,0,36,354,1,1,1,0,0,9422.0,0,0,3.0,2.0,2.0,2.0,11.0,3.0,0,0,0,3
385,6,332,9,5301683.0,1000000.0,36,349,2,1,1,0,0,9422.0,0,0,3.0,2.0,2.0,2.0,11.0,3.0,97160.0,0,0,4
386,6,338,9,953.0,100.0,61,695,1,1,1,0,0,96.0,30.0,30.0,4.0,2.0,1.0,1.0,8.0,3.0,11160.0,1.33473,11000.0,2
386,6,338,9,953.0,100.0,36,352,1,1,1,0,0,9422.0,40.0,20.0,3.0,2.0,1.0,1.0,11.0,3.0,11160.0,1.33473,20001.0,2
387,3,346,9,1768.0,100.0,61,700,1,1,1,0,0,96.0,0,0,4.0,2.0,1.0,1.0,8.0,3.0,73540.0,2.38528,3600.0,2
387,3,346,9,1768.0,100.0,36,353,1,1,1,0,0,9422.0,0,0,3.0,2.0,1.0,1.0,11.0,3.0,73540.0,2.38528,8400.0,2
388,6,354,9,276003.0,10000.0,61,704,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,3.0,480596.0,3.32977,125205.0,2
388,6,354,9,276003.0,10000.0,36,344,1,1,1,0,0,9422.0,0,0,0,0,0,0,0,0,480596.0,3.32977,0,2
388,6,354,9,276003.0,10000.0,36,345,6,1,1,0,0,9422.0,44.0,22.0,3.0,2.0,2.0,2.0,11.0,3.0,480596.0,3.32977,0,2
389,6,359,9,341.0,10.0,73,705,1,1,1,0,0,96.0,0,0,0,0,0,0,0,0,120.0,0,0,4
389,6,359,9,341.0,10.0,73,706,2,1,1,0,0,96.0,0,0,0,0,0,0,0,0,120.0,0,0,4
389,6,359,9,341.0,10.0,73,705,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,120.0,0,0,4
390,7,331,9,71018.0,10000.0,73,708,0,1,0,0,0,96.0,0,0,4.0,2.0,2.0,2.0,8.0,3.0,0,0,0,4
390,7,331,9,71018.0,10000.0,36,0,0,1,1,0,0,9422.0,0,0,3.0,2.0,2.0,2.0,11.0,3.0,0,0,0,4
391,7,367,9,18.0,10.0,36,347,0,1,1,0,0,9422.0,0,0,3.0,2.0,2.0,2.0,11.0,3.0,0,0,0,4
392,6,368,9,13495.0,1000.0,61,709,1,1,1,0,0,96.0,0,0,4.0,2.0,2.0,1.0,8.0,3.0,0,0,0,2
392,6,368,9,13495.0,1000.0,36,348,1,1,1,0,0,9422.0,0,0,3.0,2.0,2.0,1.0,11.0,3.0,0,0,0,2
393,7,351,9,44375921.0,1000000.0,32,174,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
394,6,358,9,246546.0,10000.0,32,173,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,2
395,7,379,9,36735271.0,10000000.0,36,355,1,1,1,0,0,9422.0,0,0,3.0,2.0,0,2.0,11.0,3.0,0,0,0,4
396,6,379,9,11251.0,1000.0,36,50,1,1,1,0,0,9422.0,0,0,0,0,0,0,0,0,1431.0,3.1602900000000003,500.0,3
396,6,379,9,11251.0,1000.0,36,51,1,1,1,0,0,9422.0,40.0,20.0,3.0,2.0,2.0,2.0,11.0,3.0,1431.0,3.1602900000000003,500.0,3
397,6,386,9,391259.0,10000.0,32,171,4,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
397,6,386,9,391259.0,10000.0,32,181,1,1,1,0,0,18167.0,0,0,4.0,2.0,0,2.0,8.0,4.0,0,0,0,4
398,6,337,9,919889.0,100000.0,32,196,1,1,1,0,0,18167.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,130.0,6.57475,418.0,3
399,6,344,9,14814724.0,1000000.0,32,177,1,1,1,0,0,18167.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,65.0,11.7334,267.0,2
400,6,352,9,2148578.0,100000.0,32,176,1,1,1,0,0,18167.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,2.0,11199.0,6.5549100000000005,3098.0,2
401,6,365,9,62.0,100.0,32,179,1,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,82284.0,0.22635,1.0,2
402,7,364,9,3134193.0,1000000.0,32,178,1,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,4
403,6,366,9,64.0,10.0,32,194,0,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,82284.0,1.33041,1.0,4
403,6,366,9,64.0,10.0,32,193,1,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,82284.0,1.33041,1.0,4
404,6,330,9,67212.0,1000.0,73,731,1,1,1,0,0,96.0,40.0,10.0,4.0,2.0,2.0,2.0,8.0,3.0,660.0,20.421889999999998,528.0,2
404,6,330,9,67212.0,1000.0,73,730,6,1,1,0,0,96.0,0,0,0,0,0,0,0,0,660.0,20.421889999999998,528.0,2
405,6,172,9,664.0,100.0,36,341,1,1,1,0,0,9422.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1320.0,3.04556,2.0,3
406,6,171,9,648.0,100.0,36,340,1,1,1,0,0,9422.0,41.0,21.0,3.0,1.0,1.0,1.0,14.0,8.0,0,1.9817,1296.0,3
407,6,174,9,75.0,100.0,36,343,1,1,1,0,0,9422.0,45.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.2086,1056.0,3
408,6,175,9,5.0,1.0,36,342,1,1,1,0,0,9422.0,39.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,0,2.35822,1056.0,3
409,7,340,9,165319049.0,10000000.0,32,182,0,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,2
410,7,348,9,296666052.0,10000000.0,32,184,0,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,2
411,7,356,9,363278042.0,10000000.0,32,186,0,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,2
412,7,339,9,182891608.0,10000000.0,32,183,0,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,2
413,7,347,9,33181117.0,1000000.0,32,185,0,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,2
414,7,355,9,398423159.0,10000000.0,32,187,0,1,1,0,0,18167.0,0,0,4.0,2.0,2.0,2.0,8.0,2.0,0,0,0,2
415,7,342,9,18253247.0,1000000.0,32,197,0,1,1,0,0,18167.0,0,0,0,0,0,0,0,0,0,0,0,4
416,7,350,9,327223442.0,10000000.0,32,199,0,1,1,0,0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,0,0,0,4
417,6,31,9,23095.0,1000.0,73,716,1,1,1,0,0,96.0,0,0,0,0,0,0,0,0,30.0,28.4094,1.0,2
417,6,31,9,23095.0,1000.0,59,436,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30.0,28.4094,0,2
418,7,32,9,0,0,16,717,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,2
419,6,33,9,122.0,10.0,73,714,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,30.0,0,0,3
419,6,33,9,122.0,10.0,73,715,0,1,0,0,0,96.0,0,0,0,0,0,0,0,0,30.0,0,0,3
419,6,33,9,122.0,10.0,59,439,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,3
419,6,33,9,122.0,10.0,59,438,6,1,1,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,3
420,6,35,9,762.0,100.0,59,437,1,1,1,0,0,0,0,0,0,0,0,0,0,0,30.0,0,0,3
421,7,361,9,34743.0,1000.0,73,734,0,1,1,0,0,96.0,0,0,4.0,2.0,0,2.0,8.0,3.0,0,0,0,0
422,6,383,9,203138324.0,10000000.0,32,76,1,1,1,1,260.0,18167.0,0,0,3.0,2.0,0,2.0,8.0,2.0,5456.0,5.62394,3600.0,4
